00:00, Intro a Oscar, 0
02:37, Acerca de mi, 0
06:28, ¿Qué materias he dado?, 0
09:47,  ¿Qué cosas has logrado transferir de tu experiencia profesional a la docencia?, 0
15:38, Lo más difícil de mi carrera como profesor, 0
19:32, Las rúbricas para evaluar el rendimiento, 0
25:25, ¿Qué tanto te dejan salirte del programa formal?, 0
27:57, Estudiar para manager vs ejecutor, 1
31:40, ¿Qué lenguaje te ha servido más para enseñar?, 0
34:40, Centrarse en el alumno, 1
38:25, ¿Han ido emperando los alumnos?, 0
43:55, ¿Será que no nos hemos adaptado a las nuevas generaciones?, 0
46:58, ¿Es buena idea enseñar con dos lengujes de programación?, 1
53:11, ¿Qué es un experto?, 0
55:47, Recursos de aprendizaje de Develoteca, 0
57:03, La importancia de los portafolios de desarrolladores, 1
59:43, Cómo empezar a programar, 0
1:03:28, ¿Qué habilidades debe tener un profesor?, 0
1:05:46, ¿Qué habilidades debe tener el alumno para avanzar en su aprendizaje?, 0
1:11:03, ¿Cómo lidiar con alumnos difíciles?, 1
1:16:41, ¿Qué recomendadiones tienes para hacer un curso?, 0
1:22:48, Consumir antes de producir, 0
1:24:36, ¿Qué cambia entre los cursos presenciales vs en línea?, 0
1:29:22, Acerca de los exámenes, 0
1:34:49, Recursos para ser mejor docente, 0
1:37:25, Hacer minúsculos los temas, 0
1:41:36, Acerca de la docencia, 0
1:43:01, ¿Qué beneficios te ha dado la docencia?, 0
1:50:58, Sobre Develoteca, 0
1:57:08, La capacidad de aprender y actualizarse, 0
2:01:48, Conclusión, 0
