00:00, 05:03, Familia, 1
05:05, 08:00, Destierro, 1
08:01, 11:00, A la corte, 1
13:15, 15:30, Por qué a la corte, 1
15:31, 19:50, Comida, 1
19:50, 21:55, Los Infieles, 1
22:00, 24:05, 10 días después, 1
24:05, 28:00, 3 años, 1
28:00, 33:15, 7 años más, 1
37:15, 41:30, Visión revela sueño, 1
43:50, 47:00, Nombre de Jehová Grande, 1
56:00, 1:00:50, Cumplió los 7 tiempos, 1
